http://cmt#startReviewerBidding;start reviewer bidding;start;begin;commence;lead off;reviewer;reader;referee;bid;bidding;command;dictation;;
http://cmt#reviewerBiddingStartedBy;reviewer bidding started by;reviewer;reader;referee;bid;bidding;command;dictation;start;begin;commence;lead off;;
;;;;;;;;;;;;;;
http://cmt#endReview;end review;end;terminate;!begin;review;critical review;critique;review article;;;;;;
;;;;;;;;;;;;;;
http://cmt#writePaper;write paper;write;compose;indite;pen;paper;;;;;;;;
http://cmt#hasAuthor;have author;have;feature;!lack;author;writer;;;;;;;;
;;;;;;;;;;;;;;
http://cmt#hasConferenceMember;have conference member;have;feature;!lack;conference;group discussion;member;fellow member;!nonmember;;;;;
http://cmt#memberOfConference;member of conference;member;fellow member;!nonmember;conference;group discussion;;;;;;;;
;;;;;;;;;;;;;;
http://cmt#hasCo-author;have co-author;have;feature;!lack;co-author;;;;;;;;;
http://cmt#co-writePaper;co-write paper;paper;;;;;;;;;;;;
;;;;;;;;;;;;;;
http://cmt#readPaper;read paper;read;interpret;translate;understand;paper;;;;;;;;
http://cmt#readByReviewer;read by reviewer;read;interpret;translate;understand;reviewer;reader;referee;;;;;;
;;;;;;;;;;;;;;
http://cmt#hasAuthor;have author;have;feature;!lack;author;writer;;;;;;;;
http://cmt#writePaper;write paper;write;compose;indite;pen;paper;;;;;;;;
;;;;;;;;;;;;;;
http://cmt#paperAssignmentFinalizedBy;paper assignment finalized by;paper;assignment;appointment;designation;naming;finalize;finalise;nail down;settle;;;;
http://cmt#finalizePaperAssignment;finalize paper assignment;finalize;finalise;nail down;settle;paper;assignment;appointment;designation;naming;;;;
;;;;;;;;;;;;;;
http://cmt#writeReview;write review;write;compose;indite;pen;review;critical review;critique;review article;;;;;
http://cmt#writtenBy;written by;write;compose;indite;pen;;;;;;;;;
;;;;;;;;;;;;;;
http://cmt#setMaxPapers;set maximum papers;set;define;determine;fix;limit;specify;maximum;upper limit;!minimum;paper;;;
;;;;;;;;;;;;;;
http://cmt#memberOfProgramCommittee;member of program committee;member;fellow member;!nonmember;program;plan;programme;committee;commission;;;;;
http://cmt#hasProgramCommitteeMember;have program committee member;have;feature;!lack;program;plan;programme;committee;commission;member;fellow member;!nonmember;;
;;;;;;;;;;;;;;
http://cmt#reviewerBiddingStartedBy;reviewer bidding started by;reviewer;reader;referee;bid;bidding;command;dictation;start;begin;commence;lead off;;
http://cmt#startReviewerBidding;start reviewer bidding;start;begin;commence;lead off;reviewer;reader;referee;bid;bidding;command;dictation;;
;;;;;;;;;;;;;;
http://cmt#writtenBy;written by;write;compose;indite;pen;;;;;;;;;
http://cmt#writeReview;write review;write;compose;indite;pen;review;critical review;critique;review article;;;;;
;;;;;;;;;;;;;;
http://cmt#printHardcopyMailingManifests;print hardcopy mailing manifests;print;publish;mail;post;send;manifest;attest;certify;demonstrate;evidence;;;
http://cmt#hardcopyMailingManifestsPrintedBy;hardcopy mailing manifests printed by;mail;post;send;manifest;attest;certify;demonstrate;evidence;print;publish;;;
;;;;;;;;;;;;;;
http://cmt#addedBy;added by;add;append;supply;;;;;;;;;;
http://cmt#addProgramCommitteeMember;add program committee member;add;append;supply;program;plan;programme;committee;commission;member;fellow member;!nonmember;;
;;;;;;;;;;;;;;
http://cmt#markConflictOfInterest;mark conflict of interest;mark;set;conflict;difference;difference of opinion;dispute;interest;concern;occupy;worry;;;
;;;;;;;;;;;;;;
http://cmt#readByMeta-Reviewer;read by meta- reviewer;read;interpret;translate;understand;reviewer;reader;referee;;;;;;
;;;;;;;;;;;;;;
http://cmt#acceptPaper;accept paper;accept;consent;go for;!refuse;paper;;;;;;;;
http://cmt#acceptedBy;accepted by;accept;consent;go for;!refuse;;;;;;;;;
;;;;;;;;;;;;;;
http://cmt#paperAssignmentToolsRunBy;paper assignment tools run by;paper;assignment;appointment;designation;naming;tool;instrument;run;be given;incline;lean;tend;
http://cmt#runPaperAssignmentTools;run paper assignment tools;run;be given;incline;lean;tend;paper;assignment;appointment;designation;naming;tool;instrument;
;;;;;;;;;;;;;;
http://cmt#submitPaper;submit paper;submit;accede;bow;defer;give in;paper;;;;;;;
